    1    0.000000    0.000000
  101    0.000000    0.000000
  201    0.000000    0.000000
  301    0.800000    1.600000
  401    0.800000    1.600000
  501    0.800000    1.600000
  601    2.400000    1.959592
  701    2.400000    1.959592
  801    4.000000    0.000000
  901    4.000000    0.000000
 1001    5.600000    1.959592
 1101    7.200000    1.600000
 1201    8.000000    0.000000
 1301    8.800000    1.600000
 1401   11.200000    1.600000
 1501   13.600000    1.959592
 1601   13.600000    1.959592
 1701   16.000000    0.000000
 1801   16.800000    1.600000
 1901   20.000000    0.000000
 2001   22.400000    1.959592
 2101   24.000000    0.000000
 2201   26.400000    1.959592
 2301   29.600000    1.959592
 2401   31.200000    1.600000
 2501   34.400000    1.959592
 2601   37.600000    1.959592
 2701   40.000000    0.000000
 2801   42.400000    1.959592
 2901   46.400000    1.959592
 3001   48.800000    1.600000
 3101   52.800000    1.600000
 3201   56.800000    1.600000
 3301   60.800000    1.600000
 3401   64.000000    0.000000
 3501   68.000000    0.000000
 3601   71.200000    1.600000
 3701   76.000000    2.529822
 3801   79.200000    1.600000
 3901   84.800000    2.993326
 4001   88.000000    0.000000
 4101   92.800000    1.600000
 4201   96.800000    1.600000
 4301  101.600000    1.959592
 4401  105.600000    1.959592
 4501  111.200000    1.600000
 4601  116.000000    2.529822
 4701  121.600000    1.959592
 4801  126.400000    1.959592
 4901  132.000000    0.000000
 5001  136.800000    1.600000
 5101  142.400000    1.959592
 5201  148.800000    1.600000
 5301  154.400000    1.959592
 5401  159.200000    1.600000
 5501  165.600000    1.959592
 5601  173.600000    1.959592
 5701  178.400000    1.959592
 5801  184.800000    1.600000
 5901  190.400000    1.959592
 6001  196.800000    1.600000
 6101  204.000000    0.000000
 6201  210.400000    1.959592
 6301  217.600000    1.959592
 6401  224.000000    0.000000
 6501  231.200000    1.600000
 6601  238.400000    1.959592
 6701  245.600000    1.959592
 6801  252.800000    1.600000
 6901  260.800000    1.600000
 7001  268.800000    1.600000
 7101  276.000000    0.000000
 7201  284.000000    0.000000
 7301  291.200000    1.600000
 7401  300.000000    0.000000
 7501  308.000000    0.000000
 7601  316.000000    0.000000
 7701  334.400000   16.894970
 7801  333.600000    1.959592
 7901  341.600000    1.959592
 8001  349.600000    1.959592
 8101  360.000000    0.000000
 8201  367.200000    2.993326
 8301  430.400000   43.125862
 8401  396.800000   19.661129
 8501  396.000000    0.000000
 8601  404.800000    1.600000
 8701  415.200000    1.600000
 8801  424.000000    0.000000
 8901  432.000000    0.000000
 9001  444.000000    0.000000
 9101  453.600000    1.959592
 9201  462.400000    1.959592
 9301  472.800000    1.600000
 9401  483.200000    1.600000
 9501  494.400000    1.959592
 9601  504.000000    2.529822
 9701  514.400000    1.959592
 9801  527.200000    1.600000
 9901  536.000000    2.529822
10001  546.400000    1.959592
